date,chemical fertilizer - d. a. p_avg_retail_price,chemical fertilizer - d. a. p_avg_wholesale_price,chemical fertilizer - gypsum (imported)_avg_retail_price,chemical fertilizer - gypsum (imported)_avg_wholesale_price,chemical fertilizer - gypsum (local)_avg_retail_price,chemical fertilizer - gypsum (local)_avg_wholesale_price,chemical fertilizer - m. p (imported) - china_avg_retail_price,chemical fertilizer - m. p (imported) - china_avg_wholesale_price,chemical fertilizer - m. p (imported) - russia_avg_retail_price,chemical fertilizer - m. p (imported) - russia_avg_wholesale_price,chemical fertilizer - s. s. p (imported) - crystal_avg_retail_price,chemical fertilizer - s. s. p (imported) - crystal_avg_wholesale_price,chemical fertilizer - s. s. p (imported) - powder_avg_retail_price,chemical fertilizer - s. s. p (imported) - powder_avg_wholesale_price,chemical fertilizer - s. s. p (local) - powder_avg_retail_price,chemical fertilizer - s. s. p (local) - powder_avg_wholesale_price,chemical fertilizer - t. s. p. (imported)_avg_retail_price,chemical fertilizer - t. s. p. (imported)_avg_wholesale_price,chemical fertilizer - t. s. p. (local)_avg_retail_price,chemical fertilizer - t. s. p. (local)_avg_wholesale_price,chemical fertilizer - urea (ghorashal)_avg_retail_price,chemical fertilizer - urea (ghorashal)_avg_wholesale_price,chemical fertilizer - urea (jamuna)_avg_retail_price,chemical fertilizer - urea (jamuna)_avg_wholesale_price,chemical fertilizer - urea (kafco)_avg_retail_price,chemical fertilizer - urea (kafco)_avg_wholesale_price,chemical fertilizer - urea (zia)_avg_retail_price,chemical fertilizer - urea (zia)_avg_wholesale_price,chemical fertilizer - zinc (imported)_avg_retail_price,chemical fertilizer - zinc (imported)_avg_wholesale_price,chemical fertilizer - zinc (local)_avg_retail_price,chemical fertilizer - zinc (local)_avg_wholesale_price,compost manure - cow dung_avg_retail_price,compost manure - cow dung_avg_wholesale_price
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-11,27.0,1350.0,,,12.5,200.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,20.0,,190.0,8510.0,,,,
2013-08-12,27.0,1350.0,,,12.5,200.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,20.0,,190.0,8510.0,,,,
2013-08-13,27.0,1350.0,,,12.5,200.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,20.0,,190.0,8510.0,,,,
2013-08-14,26.5,1339.0,16.0,250.0,8.5,285.0,15.5,736.0,15.0,734.0,,1100.0,,,,,22.0,1083.0,22.5,1077.0,20.5,976.0,20.5,982.0,20.0,983.0,49.0,984.0,167.5,8233.0,,250.0,,
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-18,27.0,1350.0,,,12.5,200.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,20.0,,190.0,8510.0,,,,
2013-08-19,27.0,1350.0,,,12.5,200.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,20.0,,190.0,8510.0,,,,
2013-08-20,27.0,1350.0,,,12.5,200.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,20.0,,190.0,8510.0,,,,
2013-08-21,27.0,1342.0,7.5,250.0,8.5,285.0,15.0,728.0,15.0,739.0,,1100.0,,,,,22.0,1088.0,22.5,1081.0,20.0,977.0,20.0,1012.0,20.0,986.0,20.0,997.0,190.0,12255.0,,250.0,,
2013-08-22,27.0,1350.0,,,12.5,200.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,20.0,,190.0,8510.0,,,,
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-25,27.0,1350.0,,,12.5,200.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,20.0,,190.0,8510.0,,,,
2013-08-26,27.0,1350.0,,,12.5,200.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-08-27,27.0,1350.0,,,12.5,200.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-08-28,27.5,1342.0,24.0,,7.5,315.0,15.0,718.0,15.5,740.0,,,,,,,22.0,1078.0,22.0,1080.0,20.0,960.0,16.0,800.0,17.0,845.0,,,145.0,,,,,
2013-08-29,26.0,1335.0,7.5,,9.0,270.0,15.5,736.0,15.0,750.0,,,,,,,22.5,1081.0,22.5,1060.0,16.0,875.0,18.5,798.0,18.0,809.0,16.0,765.0,190.0,8510.0,,,,
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-01,27.0,1350.0,,,12.5,200.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-02,27.0,1350.0,,,12.5,200.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-03,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-04,27.0,1339.0,16.0,250.0,8.5,328.0,15.0,726.0,15.0,739.0,,1100.0,,,,,22.0,1081.0,22.5,1084.0,17.0,815.0,16.0,851.0,16.0,798.0,16.0,783.0,167.5,12255.0,,250.0,,
2013-09-05,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-08,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-09,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-10,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-11,27.0,1337.0,16.0,250.0,8.5,318.0,15.0,730.0,16.5,739.0,,1100.0,,,,,21.5,1081.0,22.5,1077.0,17.0,820.0,16.0,797.0,16.0,788.0,16.0,783.0,167.5,12255.0,,250.0,,
2013-09-12,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-15,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-16,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-17,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-18,26.5,1336.0,16.0,250.0,8.0,302.0,15.0,728.0,16.0,739.0,,1100.0,,,,,21.5,1076.0,22.5,1089.0,16.0,784.0,16.0,837.0,16.0,789.0,16.0,788.0,167.5,12255.0,,250.0,,
2013-09-19,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-22,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-23,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-24,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-25,27.5,1337.0,16.0,250.0,8.0,300.0,15.0,728.0,16.0,734.0,,1100.0,,,,,21.5,1075.0,22.5,1077.0,17.0,809.0,16.0,796.0,16.0,788.0,16.0,788.0,167.5,10503.0,,2125.0,,
2013-09-26,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-29,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-09-30,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-10-01,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-10-02,27.0,1337.0,16.0,250.0,8.0,320.0,15.0,725.0,16.5,739.0,,1100.0,,,,,21.5,1082.0,22.0,1077.0,17.0,820.0,16.0,794.0,16.0,787.0,16.0,800.0,167.5,12255.0,,250.0,,
2013-10-03,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-06,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-10-07,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-10-08,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-10-09,27.0,1337.0,16.0,250.0,8.5,318.0,15.0,732.0,16.5,739.0,,1100.0,,,,,21.5,1080.0,22.0,1072.0,17.0,820.0,16.0,796.0,16.0,787.0,16.0,790.0,167.5,12255.0,,250.0,,
2013-10-10,27.0,1350.0,,,13.5,400.0,,700.0,15.0,750.0,,,,,,,22.0,1100.0,,1100.0,,,,800.0,,,16.0,,190.0,8510.0,,,,
2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-13,27.0,1330.0,16.0,250.0,6.0,267.0,15.0,734.0,15.5,745.0,,1100.0,,,,,22.0,1083.0,22.0,1078.0,16.0,783.0,16.0,797.0,16.0,792.0,,800.0,145.0,16000.0,,,,
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-16,27.0,1335.0,,,,,15.0,,22.5,745.0,,,,,,,17.5,1090.0,,,,,16.0,,,775.0,,,,,,,,
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-20,27.0,1350.0,,,11.5,400.0,15.0,720.0,15.0,750.0,,,,,,,22.5,1100.0,,,,,16.0,780.0,16.0,780.0,16.0,,190.0,8510.0,,,,
2013-10-21,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-10-22,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-10-23,27.0,1338.0,24.0,250.0,8.0,309.0,15.0,732.0,15.0,739.0,,1100.0,,,,,22.0,1080.0,22.0,1072.0,16.0,797.0,16.0,795.0,16.0,786.0,16.0,792.0,167.5,12255.0,,250.0,,
2013-10-24,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-27,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-10-28,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-10-29,27.0,1325.0,,,13.5,400.0,15.0,750.0,15.0,750.0,,,,,,,22.0,1100.0,,,16.0,800.0,,,,,16.0,,190.0,8510.0,,,,
2013-10-30,27.0,1338.0,24.0,250.0,8.5,299.0,15.0,735.0,15.0,739.0,,1100.0,,,,,22.5,1079.0,22.0,1072.0,16.0,797.0,16.0,792.0,16.0,788.0,16.0,792.0,167.5,12255.0,,250.0,,
2013-10-31,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-03,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-04,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-05,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-06,27.5,1337.0,24.0,250.0,8.5,299.0,15.0,729.0,15.0,739.0,,1100.0,,,,,22.0,1082.0,22.0,1080.0,16.0,797.0,16.0,794.0,16.0,788.0,16.0,792.0,167.5,12255.0,,250.0,,
2013-11-07,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-10,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-11,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-12,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-13,27.5,1344.0,24.0,250.0,8.5,309.0,15.5,736.0,15.0,739.0,,1100.0,,,,,22.0,1085.0,22.5,1080.0,16.0,797.0,16.0,794.0,16.0,788.0,16.0,800.0,167.5,12255.0,,250.0,,
2013-11-14,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-17,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-18,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-19,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-20,27.5,1339.0,24.0,250.0,8.5,309.0,15.0,730.0,15.0,739.0,,1100.0,,,,,22.0,1079.0,23.0,1080.0,16.0,797.0,16.5,798.0,16.0,787.0,16.0,792.0,154.0,12255.0,65.0,250.0,,
2013-11-21,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-24,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-25,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-26,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-27,27.0,1331.0,,250.0,8.5,298.0,15.0,732.0,15.0,737.0,,1100.0,,,,,22.0,1084.0,23.0,1078.0,16.0,796.0,16.5,795.0,16.5,788.0,16.0,800.0,190.0,12255.0,,250.0,,
2013-11-28,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-01,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-12-02,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-12-03,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-12-04,27.5,1339.0,16.5,283.0,7.5,285.0,15.0,731.0,15.0,736.0,,1100.0,,,,,22.0,1078.0,23.0,1090.0,16.0,796.0,16.0,799.0,16.0,789.0,16.0,800.0,145.0,16000.0,,250.0,,
2013-12-05,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-08,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-12-09,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-12-10,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-12-11,27.5,1344.0,16.5,283.0,8.5,328.0,15.0,735.0,15.0,739.0,,1100.0,,,,,22.0,1079.0,23.0,1090.0,16.0,796.0,16.0,799.0,16.0,788.0,16.0,800.0,167.5,12255.0,,250.0,,
2013-12-12,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-15,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-17,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,,,,,,,,,,16.0,,190.0,8510.0,,,,
2013-12-18,27.5,1341.0,16.5,283.0,8.0,297.0,15.0,738.0,15.0,739.0,,1100.0,,,,,22.0,1080.0,24.0,1082.0,16.0,796.0,16.5,799.0,16.0,789.0,16.0,794.0,145.0,16000.0,130.0,250.0,,
2013-12-19,27.0,1320.0,,,,255.0,15.0,733.0,,750.0,,,,,,,22.0,1083.0,,,16.0,762.0,,820.0,,780.0,,800.0,,,,,,
2013-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-22,27.0,1340.0,,,13.5,390.0,15.0,710.0,15.0,750.0,,,,,,,22.0,1093.0,,,16.0,762.0,,800.0,16.0,,16.0,800.0,190.0,8510.0,,,,
2013-12-23,27.0,1340.0,,,13.5,390.0,15.0,710.0,15.0,750.0,,,,,,,22.0,1093.0,,,16.0,762.0,,800.0,16.0,,16.0,800.0,190.0,8510.0,,,,
2013-12-24,28.0,1352.0,,,12.0,380.0,15.5,737.0,15.0,750.0,,,,,,,22.0,1084.0,24.5,1080.0,16.0,762.0,16.5,805.0,16.5,760.0,16.0,800.0,190.0,8510.0,,,,
2013-12-25,27.5,1354.0,16.5,350.0,9.5,,15.0,733.0,15.5,745.0,,,,,,,22.0,1082.0,24.5,1090.0,,,16.5,808.0,16.5,802.0,16.0,800.0,145.0,,,,,
2013-12-26,27.5,1333.0,,225.0,8.5,268.0,15.0,734.0,15.0,748.0,,,,,,,22.5,1091.0,22.0,1075.0,16.0,781.0,16.5,803.0,16.0,796.0,16.0,800.0,190.0,7670.0,,,,
2013-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-29,27.0,1350.0,,,13.5,400.0,,,15.0,750.0,,,,,,,22.0,1107.0,,,,,,800.0,16.0,,16.0,800.0,190.0,8510.0,,,,
2013-12-30,27.0,1340.0,,,13.5,400.0,15.0,710.0,15.0,750.0,,,,,,,22.0,1093.0,,,16.0,762.0,,800.0,16.0,,16.0,800.0,190.0,8510.0,,,,
2013-12-31,27.0,1340.0,,,13.5,400.0,15.0,710.0,15.0,750.0,,,,,,,22.0,1093.0,,,16.0,762.0,,800.0,16.0,,16.0,800.0,190.0,8510.0,,,,
2014-01-01,27.5,1341.0,16.5,267.0,9.5,286.0,15.5,736.0,15.5,742.0,,,,,,,22.0,1085.0,22.5,1086.0,16.0,775.0,16.5,802.0,16.0,792.0,16.0,813.0,154.0,7670.0,97.5,250.0,,
2014-01-02,27.0,1342.0,,,13.5,400.0,15.0,710.0,15.0,750.0,,,,,,,22.0,1094.0,,,16.0,762.0,,800.0,16.0,,16.0,800.0,190.0,8510.0,,,,
2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-05,27.5,1325.0,,,15.5,130.0,27.5,760.0,,,,,,,,,,1100.0,,,,,,820.0,,,17.0,800.0,,,,,,
2014-01-06,27.0,1343.0,,,13.5,400.0,15.0,710.0,15.0,750.0,,,,,,,22.0,1095.0,,,16.0,762.0,,800.0,16.0,,16.0,800.0,190.0,8510.0,,,,
2014-01-07,292.0,1344.0,,,13.5,400.0,383.0,730.0,15.0,750.0,,,,,,,22.0,1131.0,1100.0,,16.0,762.0,,800.0,408.0,,16.0,800.0,190.0,8510.0,,,,
2014-01-08,27.5,1340.0,16.5,267.0,9.5,257.0,15.5,738.0,15.5,742.0,,,,,,,22.0,1092.0,22.5,1084.0,16.0,783.0,16.5,799.0,16.0,789.0,16.0,797.0,154.0,7670.0,97.5,250.0,,
2014-01-09,27.0,1343.0,,,13.5,400.0,15.0,730.0,15.0,750.0,,,,,,,22.0,1137.0,,,16.0,762.0,,800.0,16.0,,16.0,800.0,190.0,8510.0,,,,
2014-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-12,27.0,1344.0,,,13.5,400.0,15.0,730.0,15.0,750.0,,,,,,,22.0,1131.0,,,16.0,762.0,,800.0,16.0,,16.0,800.0,190.0,8510.0,,,,
2014-01-13,27.0,1337.0,,,12.0,400.0,16.0,710.0,15.0,750.0,,,,,,,22.0,1095.0,,1100.0,16.0,762.0,,800.0,16.0,,17.0,800.0,190.0,8510.0,,,,
2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-15,27.5,1338.0,16.5,267.0,9.5,245.0,15.5,738.0,15.5,743.0,,,,,,,22.0,1093.0,22.5,1084.0,16.0,783.0,16.5,799.0,16.0,789.0,16.5,797.0,154.0,7670.0,97.5,250.0,,
2014-01-16,27.0,1339.0,,,12.0,400.0,16.0,730.0,15.0,750.0,,,,,,,22.0,1096.0,,1100.0,16.0,762.0,,800.0,16.0,800.0,17.0,800.0,190.0,8510.0,,,,
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-19,27.0,1339.0,,,12.0,400.0,16.0,730.0,15.0,750.0,,,,,,,22.0,1131.0,,1100.0,16.0,762.0,,800.0,16.0,,17.0,800.0,190.0,8510.0,,,,
2014-01-20,27.0,1337.0,,,12.0,400.0,16.0,730.0,15.0,750.0,,,,,,,22.0,1137.0,,1100.0,16.0,762.0,,800.0,16.0,,17.0,800.0,190.0,8510.0,,,,
2014-01-21,27.0,1339.0,,,12.0,400.0,16.0,730.0,15.0,750.0,,,,,,,22.0,1131.0,,1100.0,16.0,762.0,,800.0,16.0,800.0,17.0,800.0,190.0,8510.0,,,,
2014-01-22,27.5,1338.0,16.5,267.0,9.5,247.0,15.5,738.0,15.5,743.0,,,,,,,22.0,1085.0,22.5,1082.0,16.0,783.0,16.5,799.0,16.0,790.0,16.5,798.0,154.0,7670.0,97.5,250.0,,
2014-01-23,27.0,1339.0,,,12.0,400.0,16.0,710.0,15.0,750.0,,,,,,,22.0,1096.0,,1100.0,16.0,762.0,,800.0,16.0,800.0,17.0,800.0,190.0,8510.0,,,,
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-26,27.0,1339.0,,,12.0,400.0,16.0,710.0,15.0,750.0,,,,,,,22.0,1103.0,,1100.0,16.0,762.0,,800.0,16.0,800.0,17.0,813.0,190.0,8510.0,,,,
2014-01-27,27.0,1344.0,,,13.5,400.0,15.0,710.0,15.0,750.0,,,,,,,22.0,1103.0,,,16.0,762.0,,800.0,16.0,800.0,16.0,817.0,190.0,8510.0,,,,
2014-01-28,27.0,1339.0,,,12.0,400.0,16.0,710.0,15.0,750.0,,,,,,,22.0,1103.0,,1100.0,16.0,762.0,,800.0,16.0,800.0,17.0,813.0,190.0,8510.0,,,,
